year,ID,ticker,company_name,market_cap,bic_level_2,bic_level_3,unequal_voting,ceo_tenure,ipo_date,total_return_5y,total_return_4y,total_return_3y,total_return_2y,total_return_1y,total_return_6m,total_return_3m,capex,net_capex,short_term_wc,long_term_wc,modified_wc,ebit,ebitda,net_income,net_revenue,ebitda_margin,operating_margin,operating_margin_2y_before,operating_margin_1y_before,net_debt,sales_to_total_assets,free_float_percentage,rsi_14d,rsi_30d,volatility_30d,volatility_90d,volatility_180d,roe,normalized_roe,headline_roe,operating_roe,operating_roic,pe_ratio,eps_adjusted_diluted,eps_gaap_diluted,eps_adjusted_headline,eps_gaap_basic,ev_to_sales,tobin_q_ratio,board_size,pb_ratio,employee_growth_rate,fcf_yield,fcf_to_equity,headline_fcf,unlevered_fcf,ev,sales_growth_rate,current_shares_outstanding,shares_outstanding,volume_30d_average,volume_30d_average_to_outstanding,insider_shares_percentage,classified_board_system,poison_pill,repurchase,net_repurchase,dividend_per_share,dividend_to_common,dividend_to_preferred,dividend_payout_ratio,total_compensation_to_executives,total_compensation_to_board_members,institution_ownership_percentage,asset_to_equity,current_asset,current_liability,non_current_asset,non_current_liability,cash_conversion_cycle,interest_expense,ceo_is_female
2021,1950546D US Equity,1950546D,SL Green Realty Corp,4596300000,Real Estate,REIT,0,18,,0,0,0,0,0,0,0,-5.40E+08,7.83E+08,,,,1.94E+08,4.33E+08,672024000,8.43E+08,48.97943,2.19E+01,32.63363,24.46506,4.44E+09,0.081459,,,,,,,13.59794,-0.12678,1.9325,4.008063,1.762045,,,,,,,,9,,-23.1365,,1.01E+08,-1.20E+08,-7.60E+07,,-21.4596,,,,,,0,0,6.97E+08,,,3.69E+08,14950000,56.14507,44223377,2919500,,1.923619,,,,,,95721000,0
2021,1998018D UN Equity,1998018D,Bellring Intermediate Holdings,1214900000,Consumer Staple Products,Food,,,17/10/2019,0.729091,0.729091,0.729091,0.340066,0.173591,-0.08966,-0.0722,-1600000,-1600000,1.78E+08,1.37E+08,1.26E+08,1.68E+08,2.25E+08,27600000,,18.0178,1.35E+01,19.01919,16.59415,4.56E+08,1.790524,99.11799,65.65657,55.8067,4.12E-01,0.49887,0.436054,,,,,31.0192,20.33345,1.403107,0.7,0.9,0.7,,,,,0,,1.31E+08,2.25E+08,2.58E+08,,26.18638,38965178,39510430,977710.4,,,,,0,0,0,0,0,0,,,,-10.6336,388100000,251300000,308400000,510700000,50.64044,44800000,
2021,2061517D UW Equity,2061517D,Aspentech Corp,10185024512,Software & Tech Services,Software,0,7.75,25/10/1994,1.766267,1.300136,0.852032,0.258579,0.168522,0.106587,0.239414,-1814000,-1814000,3.44E+08,4.30E+08,34544000,3.64E+08,3.84E+08,326491000,6.83E+08,52.6258,49.84892,47.40929,41.27212,77155000,0.553279,99.23446,55.99704,53.62568,0.189763,0.40029,0.350362,54.40211,55.3645,54.32667,60.67027,30.683,31.34956,4.854933,4.77,5.39,4.82,14.0496,8.086638,10,14.71825,10.93567,2.65641,1.35E+08,2.75E+08,1.95E+08,1.03E+10,27.90665,66918691,66942492,270011.2,,0.766,1,0,50000000,22781000,0,0,0,0,19219168,3097225,114.309,1.907088,610122000,179990000,710052000,447938000,,6686000,0
2021,2150994D UW Equity,2150994D,Coherent Inc,6581132288,Tech Hardware & Semiconductors,Semiconductors,0,4.833333333,,0.953819,-0.08497,1.521427,0.602284,0.776696,0.008323,0.065776,-8.30E+07,-7.90E+07,-4.70E+07,7.97E+08,5.37E+08,-9.80E+07,-2.10E+07,-1.07E+08,1.50E+09,-1.38827,-6.6027,5.80824,-35.0025,68392000,0.787466,98.15066,59.37897,58.19171,0.103293,0.099927,0.155681,-11.8916,11.74975,,-10.9405,-7.3818,61.678,4.321476,-4.38,6.1,-4.38,4.470365,3.914522,8,7.53337,4.307692,-0.14625,12032000,-9625000,-4.50E+07,6.65E+09,21.03086,24690975,24538000,136732.7,,1.874,0,0,0,-1.20E+07,0,0,0,,21740060,2452975,106.987,2.175723,1179285000,382215000,709645000,638530000,185.811,18059000,0
2021,2177859D UN Equity,2177859D,Biohaven Pharmaceutical Holdin,9224100000,Health Care,Biotech & Pharma,1,6.166666667,04/05/2017,6.874857,3.906016,2.726609,1.531411,0.607864,0.419551,-0.00792,-2535000,-2535000,-6.10E+08,4.82E+08,2.78E+08,-7.20E+08,-7.00E+08,-8.65E+08,,-226.306,-233.482,,-2138.24,98827000,0.271934,86.39863,68.70361,58.26512,0.600743,0.537819,0.51196,,,,,-664.24,,-13.7029,-13.75,-10.19,-13.75,,,7,,27.51159,,-5.00E+08,-8.50E+08,-9.50E+08,,978.8412,65501261,65473332,598253.4,,13.601,1,0,0,-2.40E+08,0,0,0,,32132001,4967465,122.122,-2.12948,944381000,462276000,186814000,1200126000,319.6199,32414000,0
2021,2238067D UN Equity,2238067D,Safehold Inc/old,4516305920,Real Estate,REIT,0,5.25,22/06/2017,3.599305,3.784437,3.419639,1.027618,0.111397,0.021744,0.113089,0,0,,,,1.35E+08,1.44E+08,67114000,1.77E+08,82.46127,7.70E+01,67.306,77.1681,1.99E+09,0.045728,29.95498,69.64182,58.41515,2.94E-01,0.25968,0.287322,4.607635,,4.965,9.247949,4.191813,62.79066,1.271686,1.27,1.27,1.27,37.21312,1.68811,7,2.71091,,0.506653,5.84E+08,22882000,,6.51E+09,20.54113,56559871,56560000,148962.5,,0.511,,0,,,0.66448,35272861,0,,0,1117760,106.953,2.292252,,,,,,73802000,0
2021,2289879D UN Equity,2289879D,SPX FLOW Inc,3629652480,Industrial Products,Machinery,0,6,,1.607612,0.841253,1.854487,0.776826,0.498162,0.32718,0.183037,-2.90E+07,-1.40E+07,1.45E+08,3.40E+08,3.07E+08,1.21E+08,1.71E+08,77100000,1.45E+09,11.1815,7.87E+00,6.88428,6.52108,1.01E+08,0.731639,98.66544,62.9422,61.67871,8.56E-02,0.2127,0.39083,7.500365,9.250149,4.73,11.72236,8.027981,38.35137,2.254939,1.83,2.59,1.84,2.436061,2.085492,9,3.476346,-4,2.702738,1.11E+08,79200000,98900000,3.73E+09,16.09797,41971004,41971004,673847.9,,1.248,0,0,1.17E+08,99329485,0.09,3775680,0,5.116098,14002804,1874100,109.711,2.005655,859900000,520000000,1232800000,529300000,89.06374,19000000,0
2021,2293940D UW Equity,2293940D,Liberty Media Corp-Liberty Bra,1474884224,Consumer Discretionary Services,Leisure Facilities & Services,1,5.583333333,,0.402439,0.296213,0.152767,-0.03035,0.156011,0.018781,0.068376,-3.80E+07,-3.80E+07,6.80E+07,4.93E+08,-5.00E+06,-1.40E+07,57000000,-60000000,4.28E+08,11.37725,-2.79E+00,-4.64135,-77.9661,5.84E+08,0.308308,95.8599,51.96897,50.85139,1.95E-01,0.302152,0.291769,-12.931,-4.4181,-34.99,-3.01724,-1.16618,,-0.40153,-1.17522,-0.401532,-1.175217,4.109549,1.784316,10,4.908995,,-1.96626,-2.30E+07,-2.90E+07,-2.60E+07,2.06E+09,183.0508,10313772,51224300,60744.43,,2.838,1,,0,0,0,0,0,,28668026,2462278,111.04,2.749577,311000000,109000000,1314000000,1216000000,,25000000,0
2021,2293944D UW Equity,2293944D,Liberty Media Corp-Liberty Bra,1474884224,Consumer Discretionary Services,Leisure Facilities & Services,1,5.583333333,,0.361434,0.262354,0.128967,-0.04875,0.129421,0.011883,0.063588,-3.80E+07,-3.80E+07,6.80E+07,4.93E+08,-5.00E+06,-1.40E+07,57000000,-60000000,4.28E+08,11.37725,-2.79E+00,-4.64135,-77.9661,5.84E+08,0.308308,90.42399,49.8487,50.02715,1.82E-01,0.293296,0.28027,-12.931,-4.4181,-34.99,-3.01724,-1.16618,,,,,,4.109549,1.784316,10,,,-1.96626,-2.30E+07,-2.90E+07,-2.60E+07,2.06E+09,183.0508,40987860,,91880.33,,9.584,1,,0,0,,0,0,,28668026,2462278,97.214,2.749577,311000000,109000000,1314000000,1216000000,,25000000,0
2021,2297249D UW Equity,2297249D,Liberty Media Corp-Liberty Sir,17066920960,Media,Publishing & Broadcasting,1,14.66666667,,0.499867,0.330216,0.406125,0.070447,0.177356,0.09167,0.078016,-3.60E+08,-3.60E+08,2.22E+09,-2.90E+09,6.52E+08,9.40E+08,1.53E+09,-2.17E+08,,17.80567,1.09E+01,22.27449,20.80121,1.32E+10,0.273169,74.59899,58.70786,53.66773,1.73E-01,0.226254,0.202301,-2.48227,11.42542,-2.48227,10.75269,3.653039,17.29001,2.941004,-0.64624,3.876165,-0.646244,3.980814,1.300262,10,2.066937,,8.665887,1.33E+09,1.48E+09,7.16E+08,3.43E+10,8.732466,96555203,3.30E+08,791427.4,,3.495,,,,,0,0,0,,28668026,2462278,111.748,2.605426,1813000000,4725000000,29684000000,14683000000,,4.88E+08,0.00E+00
2021,2297264D UW Equity,2297264D,Liberty Media Corp-Liberty For,12442800000,Media,Publishing & Broadcasting,1,14.66666667,,0.874289,0.796549,0.996635,0.355413,0.56199,0.391977,0.261211,-3.10E+07,-3.10E+07,2.50E+08,1.11E+09,-8.10E+07,-6.30E+07,3.51E+08,1000000,,19.1385,-3.44E+00,-2.07071,-36.0101,1.68E+09,0.154964,97.22497,65.38047,63.63027,2.37E-01,0.224733,0.22413,0.015406,-1.16515,0.015406,-0.97057,-0.59011,,-0.32464,-0.01255,-0.324712,0.004293,,,10,2.093654,-2.32558,,2.69E+08,4.64E+08,5.46E+08,,55.02959,24792549,2.33E+08,212364.3,,2.66,1,0,0,0,0,0,0,0,28668026,2462278,98.346,1.67161,2466000000,1354000000,9369000000,3401000000,,1.25E+08,0.00E+00
2021,2297267D UW Equity,2297267D,Liberty Media Corp-Liberty For,12442800000,Media,Publishing & Broadcasting,1,14.66666667,,1.007619,0.816719,1.059935,0.375829,0.484507,0.311761,0.230111,-3.10E+07,-3.10E+07,2.50E+08,1.11E+09,-8.10E+07,-6.30E+07,3.51E+08,1000000,,19.1385,-3.44E+00,-2.07071,-36.0101,1.68E+09,0.154964,97.15302,63.62431,61.88158,2.61E-01,0.230562,0.215252,0.015406,-1.16515,0.015406,-0.97057,-0.59011,,,,,,,,10,,-2.32558,,2.69E+08,4.64E+08,5.46E+08,,55.02959,2.04E+08,,1243302,,2.78,1,0,0,0,,0,0,0,28668026,2462278,115.073,1.67161,2466000000,1354000000,9369000000,3401000000,,1.25E+08,0.00E+00
2021,2297268D UW Equity,2297268D,Liberty Media Corp-Liberty Sir,17066920960,Media,Publishing & Broadcasting,1,14.66666667,,0.517766,0.335979,0.399563,0.075111,0.168697,0.096141,0.071203,-3.60E+08,-3.60E+08,2.22E+09,-2.90E+09,6.52E+08,9.40E+08,1.53E+09,-2.17E+08,,17.80567,1.09E+01,22.27449,20.80121,1.32E+10,0.273169,68.95746,59.52919,54.04583,1.82E-01,0.234836,0.211294,-2.48227,11.42542,-2.48227,10.75269,3.653039,17.29001,2.941004,-0.64624,3.876165,-0.646244,3.980814,1.300262,10,2.066937,,8.665887,1.33E+09,1.48E+09,7.16E+08,3.43E+10,8.732466,2.24E+08,3.30E+08,890054.1,,11.338,,,,,0,0,0,,28668026,2462278,102.42,2.605426,1813000000,4725000000,29684000000,14683000000,,4.88E+08,0.00E+00
2021,2302767D UQ Equity,2302767D,Radius Health Inc,327608096,Health Care,Biotech & Pharma,0,1.75,17/01/2012,-0.81601,-0.78992,-0.58035,-0.65675,-0.61254,-0.62061,-0.44239,0,0,-5.10E+07,87437000,24601000,-5.70E+07,-5.60E+07,-75977000,2.40E+08,-24.5622,-2.49E+01,-84.9924,-37.8051,2.30E+08,1.222727,99.10201,20.55586,28.96396,1.57E+00,1.122822,0.840479,,,74,,-53.2037,,-1.57071,-1.62,-1.560266,-1.62,2.448779,7.268791,8,,-27.5701,-15.7331,-1.50E+08,-5.20E+07,,5.57E+08,-1.6741,47342210,47325993,1576983,,0.642,1,0,0,-6450000,0,0,0,,7948671,3759299,131.249,-0.76761,177476000,90039000,8707000,338693000,-9.93649,21314000,0
