year,ID,ticker,company_name,market_cap,bic_level_2,bic_level_3,unequal_voting,ceo_tenure,ipo_date,total_return_5y,total_return_4y,total_return_3y,total_return_2y,total_return_1y,total_return_6m,total_return_3m,capex,net_capex,short_term_wc,long_term_wc,modified_wc,ebit,ebitda,net_income,net_revenue,ebitda_margin,operating_margin,operating_margin_2y_before,operating_margin_1y_before,net_debt,sales_to_total_assets,free_float_percentage,rsi_14d,rsi_30d,volatility_30d,volatility_90d,volatility_180d,roe,normalized_roe,headline_roe,operating_roe,operating_roic,pe_ratio,eps_adjusted_diluted,eps_gaap_diluted,eps_adjusted_headline,eps_gaap_basic,ev_to_sales,tobin_q_ratio,board_size,pb_ratio,employee_growth_rate,fcf_yield,fcf_to_equity,headline_fcf,unlevered_fcf,ev,sales_growth_rate,current_shares_outstanding,shares_outstanding,volume_30d_average,volume_30d_average_to_outstanding,insider_shares_percentage,classified_board_system,poison_pill,repurchase,net_repurchase,dividend_per_share,dividend_to_common,dividend_to_preferred,dividend_payout_ratio,total_compensation_to_executives,total_compensation_to_board_members,institution_ownership_percentage,asset_to_equity,current_asset,current_liability,non_current_asset,non_current_liability,cash_conversion_cycle,interest_expense,ceo_is_female
2016,1518855D US Equity,1518855D,Yahoo! Inc - Set up for Fundam,3.69E+10,Media,Internet Media & Services,0,9,,1.374578,0.943216,-0.04377,-0.23441,0.162658,0.029553,-0.10278,-3.20E+08,-7.40E+07,7.86E+08,6.52E+09,7.78E+08,-5.20E+09,-4.70E+09,-4.80E+09,3.49E+09,-94.4809,-105.346,6.154499,-3.76529,-6.50E+09,0.090968,90.80223,39.77301,42.98347,2.76E-01,0.234003,0.230298,-15.2541,-0.12974,1.6825,-16.6108,-11.1576,,-0.04475,-5.09,0.5,-5.09,6.120657,1.088419,,1.058396,-20.5607,2.175217,1.05E+09,9.21E+08,-4.70E+09,3.04E+10,5.14E-01,9.54E+08,9.53E+08,1.01E+07,,,0.00E+00,0.00E+00,0,-2.20E+07,0.00E+00,0,0,,8.51E+06,1.15E+06,,1.57E+00,1.27E+09,7790956000,4.69E+10,1.85E+10,,7.36E+07,
2016,1539941D UN Equity,1539941D,Spectra Energy LLC,2.88E+10,Oil & Gas,Oil & Gas Producers,0,4.25,,0.661964,0.774953,0.314227,0.244426,0.801495,0.145613,-0.02942,-3.40E+09,-3.40E+09,2.04E+09,-1.90E+09,2.63E+08,1.28E+09,2.08E+09,3.15E+08,5.46E+09,42.0754,26.00324,31.22018,34.45089,1.47E+10,0.137296,99.75864,48.73736,50.54033,1.85E-01,0.218065,0.283625,4.290384,11.11414,9.5825,17.4748,4.095378,34.61365,1.187104,0.45,1.18,0.45,9.743101,1.579972,11,3.857002,1.694915,-4.90886,-1.80E+08,-1.40E+09,-1.40E+09,4.81E+10,-1.06E+01,7.02E+08,7.01E+08,3.43E+06,,2.41E-01,0.00E+00,0.00E+00,0.00E+00,-1.60E+09,1.59E+00,1.09E+09,,345.473,23471757,3602528.659,4.15E+01,3.00E+00,3.69E+09,1750000000,3.42E+10,2.03E+10,1.46E+01,5.93E+08,
2016,1556442D UA Equity,1556442D,GigPeak Inc,1.71E+08,Tech Hardware & Semiconductors,Semiconductors,0,9.66667,,-0.14576,0.3125,0.647059,1.1,-0.17105,0.285714,0.07234,-2363000,-2363000,10628000,46650000,16729000,1751000,7215000,1037000,52894286,13.46057,3.26673,-18.0123,-0.19291,-2.50E+07,0.372957,94.78114,42.07197,49.00857,3.67E-01,0.3979,0.424698,1.220395,4.58972,9.65,2.060667,1.904348,34.88324,0.072241,0.02,0.18291,0.02,2.720307,1.460103,6,1.5584,19.48052,1.52257,16135000,2599000,-905000,1.46E+08,3.97E+01,6.77E+07,68439135,335677.2,,1.772,1,1.00E+00,,,0.00E+00,0,0,0,126000000,,,1.30E+00,1.81E+07,64770000,7.89E+07,1.49E+07,1.73E+02,,
2016,1624250D UW Equity,1624250D,Bazaarvoice Inc,4.05E+08,Software & Tech Services,Software,0,2.25,,-0.70624,-0.48128,-0.38763,-0.39677,0.107306,0.209476,-0.17936,-1.90E+07,-1.90E+07,2.16E+07,4.77E+07,3.38E+07,-1.70E+07,-2528000,-1.90E+07,1.98E+08,-1.25481,-8.3002,-20.854,-13.014,-4.90E+07,0.640495,88.42337,47.73691,48.90194,3.37E-01,0.441969,0.429902,-10.542,-8.67495,-7.22667,-9.04848,-7.04938,,-0.19998,-0.24,0.03,-0.24,1.765488,1.813098,6,2.208733,-9.35673,-0.99156,-2.40E+07,-4014000,-2.80E+07,3.56E+08,2.43E+00,8.35E+07,83463249,656064.4,,3.616,1,0.00E+00,,,0,0,0,,8504795,1617207,9.64E+01,1.72E+00,8.50E+07,132740000,1.82E+08,4.63E+07,,2.10E+06,0.00E+00
2016,1624831D UN Equity,1624831D,TIAA FSB Holdings Inc,2.46E+09,Banking,Banking,0,20,,0.915626,0.357822,0.096697,0.047227,0.235773,0.31707,0.007772,-5.60E+07,-5.60E+07,,,,,,1.32E+08,8.66E+08,,24.13161,22.38673,22.73786,6.26E+09,0.03916,82.96746,61.99203,61.09418,2.07E-02,0.027868,0.226243,7.116201,7.305002,10.45333,12.22668,2.642237,19.739,0.985359,0.96,1.38,0.97,,1.023622,11,1.397703,-3.22581,,1.15E+09,,,,4.879403,1.27E+08,1.25E+08,1.07E+06,,6.81E+00,0.00E+00,,,,0.24,30046900,10125000,24.70332,8194543,1068000,8.90E+01,1.51E+01,,,,,,,
2016,1627503D UN Equity,1627503D,Colony Capital Inc/Old,2.31E+09,Financial Services,Specialty Finance,1,7.33333,,0.823002,0.390592,0.248657,-0.00127,0.139556,0.375743,0.133395,0,0,,,,4.05E+08,5.98E+08,1.51E+08,7.80E+08,63.35897,30.82226,68.351,39.78567,3.62E+09,0.093045,96.61849,49.71159,52.97339,2.69E-01,0.254985,0.246226,4.328269,5.34993,12.2,10.12959,2.525073,18.56788,1.090593,0.89,1.528028,0.91,9.921253,1.002913,6,1.045058,,15.24631,-4.80E+08,3.52E+08,,9.37E+09,3.76E+01,1.13E+08,1.14E+08,1.15E+06,,3.38E+00,0.00E+00,,,,1.60E+00,1.81E+08,4.82E+07,176.0749,55521900,1970000,1.18E+02,1.80E+00,,,,5.92E+08,,,
2016,1667208D UN Equity,1667208D,Calgon Carbon Corp,8.61E+08,Materials,Chemicals,0.00E+00,4.41667,,0.116978,0.228046,-0.15344,-0.162,-0.00147,0.300908,0.123807,-3.60E+07,-3.50E+07,7.12E+07,2.29E+08,2.00E+08,40668000,77651000,27455000,5.13E+08,15.2965,8.011205,13.07631,13.37516,45060000,0.787643,98.34611,42.74807,50.98634,0.261572,0.286996,0.276094,6.802755,7.366451,6.802755,10.07665,7.478904,29.28137,0.580574,0.54,0.586394,0.55,1.784426,1.55113,9,1.988882,-0.54745,3.789684,32672000,32621000,31260000,9.06E+08,-6.82E+00,5.06E+07,47005239,271840.5,,1.654,1,0.00E+00,1.22E+07,11822844,0.2,10087465,0,36.74181,4437087,,1.00E+02,1.60E+00,7.15E+07,300558000,3.44E+08,1.71E+08,,1.37E+06,0.00E+00
2016,1697067D UN Equity,1697067D,Dow Chemical Co/The,6.97E+10,Materials,Chemicals,0,12.1667,23/07/2004,1.287842,1.029335,0.426461,0.346599,0.151081,0.170336,0.112685,-3.80E+09,-3.30E+09,4.99E+09,1.21E+10,8.09E+09,5.03E+09,7.70E+09,7.88E+09,4.51E+10,16.52146,10.79828,8.605959,10.59574,1.43E+10,0.577992,99.72042,51.75815,57.16122,1.20E-01,0.136342,0.136841,33.16875,17.90866,18.1,22.18304,10.53513,15.98408,3.579811,6.33297,3.68,6.764474,1.915849,1.448347,13,2.563028,-6.60377,3.146137,1.84E+09,2.19E+09,3.54E+09,8.93E+10,-9.86E+00,1.22E+09,1.12E+09,7.05E+06,,,,0.00E+00,2.60E+09,2.09E+09,1.84E+00,2.04E+09,3.40E+08,27.11715,55531976,,,2.656562,12655000000,24778000000,55846000000,37620000000,73.21676,8.69E+08,0.00E+00
2016,1715651D UN Equity,1715651D,EIDP Inc,6.38E+10,Materials,Chemicals,0.00E+00,1.25,24/02/2012,0.918287,0.915991,0.284298,0.097855,0.128045,0.145055,0.101883,-1.20E+09,-9.20E+08,3.87E+09,9.19E+09,9.61E+09,3.24E+09,4.52E+09,2.00E+09,2.44E+10,18.3251,13.13103,11.22763,10.74689,5.82E+09,0.581013,99.78981,49.1539,55.34405,1.21E-01,0.159802,0.152395,19.57208,24.92802,22.72857,31.95622,17.69926,25.49887,2.878559,2.26,3.11,2.27,2.839061,2.200762,11,6.706719,-3.7037,2.958798,3.57E+09,1.95E+09,2.09E+09,7.01E+10,-3.89E+00,8.69E+08,8.69E+08,2.79E+06,,2.10E-01,0.00E+00,,7.70E+08,5.49E+08,1.52E+00,1.33E+09,1.00E+07,65.92729,28805970,,8.45E+01,4.27E+00,9.11E+09,18298000000,2.42E+10,2.34E+10,1.68E+02,3.60E+08,0.00E+00
2016,1719848D UN Equity,1719848D,Education Realty Trust Inc,3.09E+09,Real Estate,REIT,0.00E+00,7,03/05/2012,0.691137,0.562449,0.807357,0.249578,0.157389,-0.06746,-0.01055,-5.30E+08,-4.20E+08,,,,50790000,1.28E+08,45564000,2.75E+08,45.7276,18.1222,8.950193,17.3523,3.81E+08,0.112858,99.52888,61.51748,53.70054,1.87E-01,0.219574,0.199578,3.303827,2.165499,2.06,3.682762,2.425218,85.15487,0.496742,0.74,0.558849,0.76,12.47442,1.525862,9,1.710534,-3.58535,-12.8022,-6.80E+08,-4.00E+08,-3.80E+08,3.50E+09,1.39E+01,7.31E+07,73047395,633654.4,,0.471,0,0.00E+00,3.81E+05,,1.49E+00,95967460,0,210.6212,7011771,885000,1.28E+02,1.36E+00,,,,,,2.09E+07,0.00E+00
2016,1731877D UN Equity,1731877D,Valspar Corp/The,8.23E+09,Materials,Chemicals,0,1,24/09/2009,1.838744,0.757457,0.516624,0.233202,0.26651,-0.03443,-0.01966,-1.20E+08,-1.10E+08,4.25E+08,3.30E+08,7.36E+08,5.29E+08,6.27E+08,3.53E+08,4.26E+09,14.96368,12.62457,12.38073,14.75171,1.60E+09,0.971261,92.33919,56.5588,51.65372,7.06E-02,0.165139,0.120204,35.87017,40.01513,41.875,53.75233,16.87601,21.30349,4.863522,4.36,4.826464,4.47,2.346393,2.650679,11,7.39072,0,4.402622,1.08E+08,3.62E+08,4.33E+08,9.83E+09,-4.60E+00,7.94E+07,79422813,407456.4,,1.459,1,0.00E+00,18000000,1584000,1.32,1.05E+08,0.00E+00,29.61902,25536959,2313106,8.39E+01,3.88E+00,1.27E+09,1596285000,2.72E+09,1.94E+09,6.08E+01,9.06E+07,0.00E+00
