year,ID,ticker,company_name,market_cap,bic_level_2,bic_level_3,unequal_voting,ceo_tenure,ipo_date,total_return_5y,total_return_4y,total_return_3y,total_return_2y,total_return_1y,total_return_6m,total_return_3m,capex,net_capex,short_term_wc,long_term_wc,modified_wc,ebit,ebitda,net_income,net_revenue,ebitda_margin,operating_margin,operating_margin_2y_before,operating_margin_1y_before,net_debt,sales_to_total_assets,free_float_percentage,rsi_14d,rsi_30d,volatility_30d,volatility_90d,volatility_180d,roe,normalized_roe,headline_roe,operating_roe,operating_roic,pe_ratio,eps_adjusted_diluted,eps_gaap_diluted,eps_adjusted_headline,eps_gaap_basic,ev_to_sales,tobin_q_ratio,board_size,pb_ratio,employee_growth_rate,fcf_yield,fcf_to_equity,headline_fcf,unlevered_fcf,ev,sales_growth_rate,current_shares_outstanding,shares_outstanding,volume_30d_average,volume_30d_average_to_outstanding,insider_shares_percentage,classified_board_system,poison_pill,repurchase,net_repurchase,dividend_per_share,dividend_to_common,dividend_to_preferred,dividend_payout_ratio,total_compensation_to_executives,total_compensation_to_board_members,institution_ownership_percentage,asset_to_equity,current_asset,current_liability,non_current_asset,non_current_liability,cash_conversion_cycle,interest_expense,ceo_is_female
2019,1812209D UW Equity,1812209D,Match Group Inc/old,23020918784,Media,Internet Media & Services,1,2.41667,19/11/2015,4.860538,5.375228,3.98467,1.66783,0.919804,0.191554,0.149356,-4.00E+07,-4.00E+07,6.35E+08,1.54E+08,1.45E+08,619331000,670157000,518049000,1942150327,34.16667,31.5754,27.06808,32.09106,1.29E+09,0.830355,75.56504,72.51838,62.32232,3.62E-01,0.347054,0.493962,119.6943,119.7044,101.73,143.0954,35.02297,46.91606,1.750147,1.75,1.928507,1.86,12.39333,9.083901,10,101.2148,0,2.655567,9.61E+08,6.11E+08,5.93E+08,2.43E+10,18.77314,70447416,2.80E+08,1907112,,1.025,0,0,2.34E+08,2.34E+08,0,0,0,0,40148963,2478888,158.13,10.3382,599630000,445431000,1762534000,1688244000,,87534000,1
2019,1812212D UW Equity,1812212D,Match Group Inc,23020918784,Media,Internet Media & Services,1,4.58333,,3.180152,3.148376,2.693802,0.926754,0.360959,0.121915,0.142864,-1.70E+08,-1.70E+08,1.06E+09,2.65E+09,2.55E+08,553955000,792967000,522458000,1895000000,17.07701,11.92974,8.453747,15.5569,22278000,0.559132,98.87173,72.08313,62.69156,0.321798,0.276448,0.302954,19.00623,15.34094,19.00623,20.15204,9.043573,,,,,,,,11,,34.48276,,3.56E+09,9.43E+08,6.17E+08,,31.85458,78824640,,872226.6,,1.128,0,0,1.88E+08,-1.60E+08,,0,0,0,40148963,2478888,100.826,2.138722,3684294000,1036281000,4620497000,3385447000,,1.38E+08,0.00E+00
2019,1816375D UW Equity,1816375D,Caesars Holdings Inc,9256909824,Consumer Discretionary Services,Leisure Facilities & Services,0,0.666667,08/02/2012,-0.13321,0.723701,0.638554,0.092369,1.002946,0.134279,0.166381,-8.40E+08,-8.40E+08,1.03E+09,5.85E+08,6.90E+07,541000000,1638000000,-693000000,8599379798,18.85359,6.22698,12.89744,9.685704,1.78E+10,0.34104,82.106,75.27863,71.64695,8.39E-02,0.097521,0.13022,-25.3521,7.780501,-13.8,19.79148,2.397518,56.08294,0.242498,-1.07,-0.327445,-1.03,3.128212,1.234637,11,3.876428,1.538462,1.274723,-3.10E+08,1.18E+08,,2.72E+10,6.249236,6.81E+08,6.81E+08,11771649,,1.108,1,0,,,0,0,0,,25365542,1932500,123.702,10.32631,2712000000,2127000000,22763000000,20881000000,-8.60055,1.37E+09,0.00E+00
2019,1872828D UW Equity,1872828D,Assertio Therapeutics Inc,,Health Care,Biotech & Pharma,0,2.83333,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,98.59485,,,,,,,,,,,,,,,,,,9,,,,,,,,,80681040,,3318410,,,,,,,,,,,8165718,2150104,,,,,,,,,
2019,1893407D UW Equity,1893407D,Achillion Pharmaceuticals Inc,844481280,Health Care,Biotech & Pharma,,1.66667,26/10/2006,-0.50776,-0.44115,0.467153,0.951456,2.792453,1.20073,0.675,-224000,-222000,-6.90E+07,1.40E+08,-2908000,-80898000,-78871000,-74569000,0,,,-470.073,,-2.30E+08,0,97.34568,42.32838,56.00913,1.34E-01,1.462204,1.207694,-29.9641,-29.7562,-29.9641,-32.5073,-32.3487,,-0.53627,-0.54,-0.532945,-0.54,,3.843677,8,3.883428,-36.3636,-7.12852,-6.00E+07,-6.00E+07,-7.10E+07,6.18E+08,,1.40E+08,1.40E+08,1751671,,0.168,1,0,,,0,0,0,,21290000,1744000,82.258,1.088051,157840000,17608000,78502000,1518000,,31000,
2019,1897377D UN Equity,1897377D,Sprint LLC,21396719616,Telecommunications,Telecommunications,0,1.66667,10/04/1963,0.255422,0.439227,-0.39136,-0.12142,-0.10481,-0.20821,-0.15559,-1.20E+10,-1.20E+10,1.03E+10,-2.90E+09,7.68E+08,-503000000,9768000000,-2700000000,32808279762,29.61885,-1.52521,7.672133,7.773723,4.05E+10,0.375068,15.56781,36.26626,37.47731,2.50E-01,0.256635,0.315929,-9.95373,4.406223,1.201667,-1.85434,-0.64387,18.16097,0.286879,-0.66,0.227394,-0.66,1.879733,0.992281,10,0.827554,-5,-10.2819,-5.10E+09,-1.50E+09,-3.90E+09,6.20E+10,0.301095,4.11E+09,4.11E+09,13208793,,0.529,0,0,,,0,0,0,,85493859,2107419,96.737,3.395297,10206000000,13052000000,77722000000,48979000000,-43.4815,2.51E+09,0.00E+00
2019,1899263D UN Equity,1899263D,Instructure Inc,1834273152,Software & Tech Services,Software,0,1,13/11/2015,1.678333,1.315562,1.434848,0.445577,0.285257,0.138371,0.24445,-9729000,-9648000,19332000,8989000,34044000,-70849000,-47364000,-65401000,243215454.5,-19.2906,-28.8557,-34.8983,-24.8549,-7.80E+07,0.628019,92.04737,43.44729,52.56927,2.95E-01,0.311432,0.290096,-47.2764,-48.6607,-40.45,-51.2146,-43.4142,,-1.84706,-1.79,-0.39,-1.79,7.152219,4.640875,7,12.013,6.929825,0.091535,1760000,80240000,-6.70E+07,1.76E+09,24.55308,38047564,37559000,1017996,,7.922,,,,,0,0,0,,,,113.407,2.593764,199938000,190949000,191020000,49279000,,25000,
2019,1917130D UW Equity,1917130D,BioTelemetry Inc,1573788288,Health Care,Medical Equipment & Devices,0,9.58333,19/03/2008,3.616152,2.964041,1.071588,0.520525,-0.22472,-0.05626,0.136754,-3.10E+07,-3.10E+07,1.20E+08,8.91E+07,4.39E+07,58471000,103286000,38661000,429166666.7,23.9823,13.57656,3.590506,7.203853,1.55E+08,0.63694,96.97466,52.99431,53.99148,2.72E-01,0.376593,0.36478,11.77931,15.08476,,17.81506,10.74223,33.81258,1.369313,1.07,2.03,1.15,4.01494,2.621409,10,4.360648,-6.25,3.192043,43410000,50236000,27350000,1.73E+09,11.11008,33991108,33991107,240077.9,,3.025,1,0,,,0,0,0,0,9719143,1055333,105.938,1.873513,150143000,61077000,526021000,254180000,16.88208,9805000,0
2019,1934798D UW Equity,1934798D,Dermira Inc,826541120,Health Care,Biotech & Pharma,0,9.41667,03/10/2014,-0.16289,-0.56198,-0.50619,-0.44387,1.108484,0.647826,1.372457,-3.20E+08,-3.20E+08,-1.70E+08,3.55E+08,2.33E+07,-204692000,-204099000,-212225000,46555714.29,-246.279,-246.995,-991.806,-475.786,9244000,0.189971,85.74863,80.05307,73.71015,0.910822,0.953106,0.808954,-621.204,-619.144,-621.204,-599.154,-57.1391,,-4.56522,-4.58,-4.58,-4.58,10.08513,1.812294,10,57.08157,105.5556,-64.7572,-5.40E+08,-5.40E+08,-5.70E+08,8.36E+08,99.98793,54521180,54521180,1353062,,1.089,1,,,,0,0,0,,49965840,3937834,109.168,30.12714,412519000,58638000,23722000,363123000,707.5071,14920000,
2019,1960363D UN Equity,1960363D,Front Yard Residential Corp,664885888,Real Estate,REIT,0,4.58333,,-0.12033,0.237281,0.288814,0.144927,0.473103,0.023072,0.067474,0,0,,,,-28565000,55728000,-114109000,120673000,26.6673,-96.846,-1252.48,-150.731,1.57E+09,0.100626,86.11492,54.09583,54.15007,4.14E-01,0.330194,0.288835,-25.7251,-22.8685,-20.41,-26.3469,-5.56163,,-1.90385,-2.14,-2.028349,-2.14,10.70297,1.131641,8,1.837382,293.5484,-4.68369,-1.10E+08,-3.10E+07,,2.24E+09,33.32419,53880544,53880544,272052.4,,1.891,0,0,,,0.6,32653642,0,,4215541,1247280,92.565,5.739,,,,931000,,,0
