year,ID,ticker,company_name,market_cap,bic_level_2,bic_level_3,unequal_voting,ceo_tenure,ipo_date,total_return_5y,total_return_4y,total_return_3y,total_return_2y,total_return_1y,total_return_6m,total_return_3m,capex,net_capex,short_term_wc,long_term_wc,modified_wc,ebit,ebitda,net_income,net_revenue,ebitda_margin,operating_margin,operating_margin_2y_before,operating_margin_1y_before,net_debt,sales_to_total_assets,free_float_percentage,rsi_14d,rsi_30d,volatility_30d,volatility_90d,volatility_180d,roe,normalized_roe,headline_roe,operating_roe,operating_roic,pe_ratio,eps_adjusted_diluted,eps_gaap_diluted,eps_adjusted_headline,eps_gaap_basic,ev_to_sales,tobin_q_ratio,board_size,pb_ratio,employee_growth_rate,fcf_yield,fcf_to_equity,headline_fcf,unlevered_fcf,ev,sales_growth_rate,current_shares_outstanding,shares_outstanding,volume_30d_average,volume_30d_average_to_outstanding,insider_shares_percentage,classified_board_system,poison_pill,repurchase,net_repurchase,dividend_per_share,dividend_to_common,dividend_to_preferred,dividend_payout_ratio,total_compensation_to_executives,total_compensation_to_board_members,institution_ownership_percentage,asset_to_equity,current_asset,current_liability,non_current_asset,non_current_liability,cash_conversion_cycle,interest_expense,ceo_is_female
2017,1624250D UW Equity,1624250D,Bazaarvoice Inc,469792576,Software & Tech Services,Software,0,3.25,24/02/2012,-0.41711,-0.31187,-0.32214,0.244292,0.112245,0.10101,0.09,-8820000,-8820000,26170000,23634000,36828000,-6727000,7378000,-9073000,2.01E+08,3.576328,-3.26077,-13.014,-8.3002,-6.50E+07,0.705616,92.95756,65.89594,60.82863,3.80E-02,0.375883,0.341518,-4.80381,-3.90497,0.515,-3.56169,-3.20462,,-0.09327,-0.11,0.1,-0.11,1.961118,1.931829,8,2.411609,,2.932997,-2.30E+07,13779000,-5683000,4.05E+08,2.400417,86200472,86052850,2359080,,3.198,1,0,,,0,0,0,,7321305,1445814,77.765,1.503412,112897000,89263000,179473000,8636000,,1553000,0
2017,1667208D UN Equity,1667208D,Calgon Carbon Corp,1082273536,Materials,Chemicals,0,5.41667,01/06/1987,0.559398,0.074976,0.064112,0.267952,0.237074,0.419671,-0.00236,-4.90E+07,-4.90E+07,4.88E+07,2.05E+08,2.58E+08,21190000,67192000,5797000,5.93E+08,11.27871,3.556909,13.37516,8.011205,2.17E+08,0.707415,98.54517,45.31037,59.82171,5.38E-02,0.082923,0.925629,1.42671,3.82358,1.42671,5.215108,3.481876,70.31026,0.302943,0.12,0.423872,0.12,2.180349,1.812354,9,2.640051,,-0.41108,1.40E+08,-4449000,-874000,1.30E+09,17.35544,50810968,50924596,1130060,,1.455,1,0,350177.6,-55822.4,0.2,10081250,0,173.9046,,,102.93,2.049693,319551000,114306000,522588000,316972000,,6920000,
2017,1719848D UN Equity,1719848D,Education Realty Trust Inc,2645292288,Real Estate,REIT,0,8,26/01/2005,0.342729,0.553196,0.073855,-0.00537,-0.13325,-0.07965,-0.03187,-5.60E+08,-5.40E+08,,,,49068000,1.44E+08,36195000,3.23E+08,45.18696,15.3614,17.3523,18.1222,7.61E+08,0.109165,99.46429,38.91012,41.69846,1.53E-01,0.143215,0.163702,1.981234,2.081459,3.505,2.685874,1.947589,72.01336,0.48491,0.46,0.508019,0.46,10.83941,1.278384,8,1.431879,,-15.3582,-7.60E+07,-4.10E+08,-4.10E+08,3.46E+09,13.97254,75752928,75751216,586226.2,,0.536,0,0,2711662,,1.53,1.13E+08,0,310.8831,7165118,981250,126.823,1.536933,,,,,,15255000,0
2017,1752683D UW Equity,1752683D,First Connecticut Bancorp Inc/,417169536,Banking,Banking,0,0.08333333333,30/06/2011,1.041683,0.727328,0.687447,0.56033,0.168476,0.031234,-0.01495,,,,,,,,19878000,91920000,,30.46562,22.31373,23.21983,2.37E+08,0.036303,87.48066,49.19534,49.94274,1.95E-01,0.215321,0.226061,7.507451,7.482085,8.125,10.59137,5.338208,20.82401,1.255762,1.26,1.270879,1.32,,1.052749,8,1.527014,,,69433000,,,,10.52744,15952946,15952946,24986.97,,3.818,1,0,0,-1881000,0.46,7243625,0,36.49181,18027934,2266567,60.825,10.98739,,,,,,,0
2017,1766050D UR Equity,1766050D,Paragon Commercial Corp,290550400,Banking,Banking,0,19.4167,16/06/2016,0.531223,0.531223,0.531223,0.531223,0.212349,0.014103,-0.07573,-806000,-800000,,,,,,14431000,53078000,,41.09612,,,2.16E+08,0.036154,76.22784,34.70919,42.54365,2.00E-01,0.234452,0.214112,10.15999,10.3737,11.255,15.35721,5.900365,19.53157,2.724307,2.67,2.8075,2.67,,1.100206,7,1.949143,,,1.78E+08,,,,16.61241,5460447,5459982,8515.267,,9.119,1,,,,0,0,0,0,,,48.392,11.70003,,,,,,,
2017,1806854D UN Equity,1806854D,Dun & Bradstreet Corp/The,4376402432,Software & Tech Services,Technology Services,0,4.25,,0.635508,0.030801,0.029569,0.179481,-0.01007,0.104471,0.006544,-3.60E+07,-9000000,3.09E+08,-7.20E+07,3.63E+08,3.75E+08,4.51E+08,192700000,1.73E+09,26.04756,21.65532,22.26269,19.2894,1.25E+09,0.752977,99.56586,43.89409,50.29112,1.02E-01,0.128566,0.146597,,,,,51.23233,17.89342,6.617516,5.19,7.13,5.22,3.25736,3.241992,9,,,5.927243,3.59E+08,2.34E+08,3.04E+08,5.64E+09,2.770034,36959736,36900000,230062.1,,0.434,0,0,0,-1700000,1.98,73550000,0,37.39197,,,103.961,-2.68401,882800000,954500000,1418200000,2203800000,,57900000,0
2017,1811045D UW Equity,1811045D,Blue Buffalo Pet Products Inc,6402677248,Consumer Staple Products,Food,0,9.75,22/07/2015,0.205515,0.205515,0.205515,0.752539,0.340008,0.437527,0.149719,-1.60E+08,-1.60E+08,3.75E+08,4.16E+08,1.62E+08,2.86E+08,3.09E+08,174711000,1.22E+09,25.03393,23.22776,19.58448,15.99391,86394000,1.562204,47.12216,66.54037,64.37683,0.221259,0.245311,0.245796,99.01361,100.3051,98.6,162.2735,49.88997,37.19994,0.881453,0.87,0.89,0.89,5.264014,7.328415,9,26.60144,,2.351829,1.71E+08,1.51E+08,391000,6.49E+09,10.07242,1.95E+08,1.97E+08,1163196,,0.407,1,0,,,0,0,0,0,27127756,3903515,120.02,3.243888,544501000,128909000,244591000,416928000,50.22621,,0
2017,1812209D UW Equity,1812209D,Match Group Inc/old,8552261120,Media,Internet Media & Services,1,2.583333333,19/11/2015,1.124152,1.124152,1.124152,1.310701,0.806694,0.801496,0.310042,-3.10E+07,-3.10E+07,2.94E+08,-2.90E+07,9.03E+07,3.44E+08,3.81E+08,432982000,1.25E+09,29.97009,27.06808,20.80817,22.40626,1.10E+09,0.584425,78.44369,62.45426,62.11813,2.69E-01,0.361669,0.352039,89.44985,87.02494,40.905,71.09844,21.09705,21.57474,1.451234,1.49,0.76,1.65,7.593515,4.002255,12,16.37422,,3.009111,6.92E+08,2.63E+08,2.92E+08,9.65E+09,16.558,63228512,2.73E+08,1335103,,2.29,0,0,,,0,0,0,0,34385525,2779649,132.623,4.120313,312082000,340880000,1863443000,1306645000,,77956000,0
2017,1812212D UW Equity,1812212D,Match Group Inc,8552261120,Media,Internet Media & Services,1,2.583333333,,1.737244,0.848508,1.051901,1.036303,0.813167,0.184425,0.021042,-6.60E+07,-6.60E+07,3.36E+08,8.91E+08,1.66E+08,2.29E+08,3.20E+08,368015000,,11.82816,8.453747,,-4.74831,3.94E+08,0.488318,98.79784,43.75492,48.79457,2.14E-01,0.242527,0.265275,17.14574,16.35187,17.14574,10.65681,5.594482,,,,,,,,12,,6.470588,,-9.30E+07,3.78E+08,2.70E+08,,3.325238,76195856,,963591.1,,1.202,0,0,,,,0,0,0,34385525,2779649,99.084,1.878491,1726903000,835526000,3814052000,1755745000,,95202000,0
2017,1816375D UW Equity,1816375D,Caesars Holdings Inc,8907259904,Consumer Discretionary Services,Leisure Facilities & Services,0,3.333333333,08/02/2012,0.828035,-0.41272,-0.19375,0.603295,0.524096,0.054167,-0.05243,-3.20E+08,-3.20E+08,,-5.10E+09,-3.30E+07,5.03E+08,9.65E+08,-3.00E+09,8.73E+09,24.74359,12.89744,0.6036,8.394404,4.96E+09,0.27172,84.66625,49.52493,50.37732,1.89E-01,0.270061,0.26015,,,,,8.343701,,-7.89782,-20.21,-3.331187,-20.21,4.018272,2.026037,11,,-5.42636,-1.90856,-2.30E+08,-1.70E+08,,1.57E+10,1.325019,7.04E+08,7.04E+08,9306614,,1.175,1,0,,,0,0,0,,16369326,1511800,24.97,-3.76225,4738000000,9837000000,9615000000,8331000000,-21.0789,5.60E+08,0.00E+00
2017,1817382D UN Equity,1817382D,DCT Industrial Trust Inc,5474345984,Real Estate,REIT,0,20.16666667,13/12/2006,1.648248,1.318808,0.791275,0.653771,0.257528,0.112704,0.019946,-4.20E+08,-9.50E+07,,,,1.21E+08,2.88E+08,102065000,4.19E+08,68.85242,28.98688,20.14107,25.10267,1.68E+09,0.105725,99.57781,48.34179,49.4082,1.47E-01,0.136236,0.142617,5.39393,2.939479,3.42,6.441962,3.357471,98.81582,0.594844,1.1,0.607893,1.1,17.36608,1.903605,9,2.844115,225,-3.16069,2.93E+08,-1.70E+08,1.07E+08,7.26E+09,10.00079,93132800,93018193,506895,,0.416,0,0,,,1.24,1.14E+08,0,112.5257,54641069,2700041,101.226,1.955248,,,,,,65787000,0
2017,1824906D UN Equity,1824906D,Dynegy Inc,1556769536,Utilities,Electric Utilities,0,1.25,,-0.38055,-0.44935,-0.60956,-0.11567,0.429433,0.43289,0.248683,-2.00E+08,-2.00E+07,3.49E+08,8.37E+08,6.19E+08,-1.40E+08,6.86E+08,-11000000,4.78E+09,13.8446,-2.80525,2.577469,-16.2527,8.13E+09,0.412676,83.95727,57.67543,56.7781,2.81E-01,0.451293,0.433905,-1.94118,-6.18529,-10.82,-8.17647,-1.25809,,-0.91629,-0.61813,-0.612475,-0.188129,2.035473,1.002677,7,0.979723,555.0505,21.32621,1.41E+08,3.32E+08,6.69E+08,1.01E+10,17.22262,1.31E+08,1.31E+08,5288132,,1.168,0,0,0,,0,0,22000000,,18858572,1771928,120.443,6.051915,1704000000,867000000,10303000000,9156000000,52.27207,6.63E+08,0.00E+00
2017,1831877D UN Equity,1831877D,XL Group Ltd,9001486336,Insurance,Insurance,0,1.333333333,,0.554732,0.201355,0.091541,-0.06089,-0.04689,-0.1877,-0.10678,0,0,,,,-7.20E+07,,-2.85E+08,1.11E+10,,-0.63565,16.94681,6.417524,1.80E+08,0.177463,99.01079,33.75842,37.33927,2.12E-01,0.208786,0.262228,-2.64037,2.199328,-17.8825,-0.66776,-0.12798,161.2119,0.218098,-1.23,-2.07,-1.2,0.951389,1.015306,11,0.905475,-2.44681,4.994064,9.90E+08,4.50E+08,1.39E+09,1.08E+10,10.07713,2.56E+08,2.56E+08,2016510,,0.989,0,0,9.17E+08,8.63E+08,0.86,2.27E+08,0,,5185306,1878721.88,111.457,5.533257,,,,,,1.91E+08,0.00E+00
