year,ID,ticker,company_name,market_cap,bic_level_2,bic_level_3,unequal_voting,ceo_tenure,ipo_date,total_return_5y,total_return_4y,total_return_3y,total_return_2y,total_return_1y,total_return_6m,total_return_3m,capex,net_capex,short_term_wc,long_term_wc,modified_wc,ebit,ebitda,net_income,net_revenue,ebitda_margin,operating_margin,operating_margin_2y_before,operating_margin_1y_before,net_debt,sales_to_total_assets,free_float_percentage,rsi_14d,rsi_30d,volatility_30d,volatility_90d,volatility_180d,roe,normalized_roe,headline_roe,operating_roe,operating_roic,pe_ratio,eps_adjusted_diluted,eps_gaap_diluted,eps_adjusted_headline,eps_gaap_basic,ev_to_sales,tobin_q_ratio,board_size,pb_ratio,employee_growth_rate,fcf_yield,fcf_to_equity,headline_fcf,unlevered_fcf,ev,sales_growth_rate,current_shares_outstanding,shares_outstanding,volume_30d_average,volume_30d_average_to_outstanding,insider_shares_percentage,classified_board_system,poison_pill,repurchase,net_repurchase,dividend_per_share,dividend_to_common,dividend_to_preferred,dividend_payout_ratio,total_compensation_to_executives,total_compensation_to_board_members,institution_ownership_percentage,asset_to_equity,current_asset,current_liability,non_current_asset,non_current_liability,cash_conversion_cycle,interest_expense,ceo_is_female
2023,AA UN Equity,AA,Alcoa Corp,6068044872,Materials,Metals & Mining,0,7.25,,0.306335696,0.614244667,0.506394915,-0.418465741,-0.228555728,0.008974338,0.183574244,-514000000,-512000000,1741000000,1741000000,1409000000,-430000000,201000000,-896000000,11038013636,1.8928336,-4.049345513,,,884000000,0.76302364,98.97629491,68.15166222,61.76804094,0.650990954,0.576783495,0.517728182,-18.13765182,-8.072064777,-18.13765182,-8.704453441,-5.054066761,,-2.239291,-5.016704,-2.42,-5.016704,0.803752225,1.016058312,10,1.344185672,7.37704918,-8.28932565,-438000000,260000000,,8535044872,-19.11182206,178471908,178262741,6065843.433,,1.183711273,0,0,4388154,3388154,0.3,53600000,0,,23215124,,87.39060799,2.284471438,4365000000,2624000000,9552000000,5201000000,51.47621193,105000000,0
2023,AXP UN Equity,AXP,American Express Co,1.37E+11,Financial Services,Specialty Finance,0,4.916666667,,1.110839148,0.592797335,0.611327775,0.177131155,0.292416982,0.083607529,0.258390321,-1650000000,-1650000000,,,,15980000000,17627000000,8013000000,58892000000,27.11846154,16.762888,,,4152000000,0.25939095,72.54856492,73.99433082,68.77363919,0.203495572,0.218080189,0.228363555,30.7974407,30.7974407,36.3,38.51435705,12.55420614,17.57410882,10.66,10.66,10.66,10.68,2.388697894,1.302667382,14,4.998201581,20.78125,13.60354906,,18572000000,,1.41E+11,23.38882667,728745577,729000000,3150415.6,,0.140881097,0,0,3226953715,3201953715,2.32,1716400000,57000000,21.74309602,112687998,5901760,116.2702043,9.170948617,,,,84015000000,,,0
2023,VZ UN Equity,VZ,Verizon Communications Inc,1.58E+11,Telecommunications,Telecommunications,0,4.416666667,,-0.135515312,-0.240795392,-0.239891402,-0.177976871,0.0092079,0.05438678,0.212615177,-21440000000,-21440000000,-17558000000,-17558000000,-298000000,29502000000,46828000000,20896000000,1.34E+11,34.92151087,22.00082031,,,1.68E+11,0.348452563,92.01864481,56.32832515,57.7806787,0.150700598,0.244382631,0.255671732,22.56477817,21.33913579,22.56477817,31.85806305,9.693285801,8.038388101,4.689995,4.96,4.82,4.96,2.443802025,1.120718759,12,1.621577767,-7.531380753,10.28425994,14823000000,16300000000,,3.28E+11,-1.147061209,4204101659,4204101659,20128907.93,,0.025462821,0,0,0,0,2.6225,11032822500,0,52.79872942,78525597,3302000,61.68060381,3.883719522,38119000000,55677000000,3.47E+11,2.30E+11,-32.286251,5030000000,0
2023,SPWH UW Equity,SPWH,Sportsman's Warehouse Holdings,159375946.4,Retail & Whsle - Discretionary,Retail - Discretionary,,4.916666667,,-0.02739726,-0.469489415,-0.757264957,-0.638983051,-0.539956803,-0.252631579,0.024038462,-96204000,-96204000,76792000,76792000,366133000,-1363000,98866000,-9229000,,7.623478828,-0.105099849,,,530106000,1.322918197,94.44344002,42.41726683,45.31672985,0.876798994,0.944536792,0.769218149,-3.32240146,-2.029055263,-3.32240146,-0.490674308,-0.178476611,,-0.164682,-0.26,-0.11,-0.26,0.531654059,0.925160746,9,0.585371342,-9.090909091,-50.54464102,3741000,-80556000,,689481946.4,-9.722846797,37412194,37411000,690335.5,,4.442259996,,,5086065.88,4261065.88,0,0,0,,4602518,1126582,129.5011487,3.600669958,482581000,405789000,497723000,302259000,145.5169459,11192000,0
2023,BA UN Equity,BA,Boeing Co/The,1.58E+11,Industrial Products,Aerospace & Defense,0,3,,-0.168262587,-0.195043897,0.217695973,0.29475462,0.334049849,0.234419398,0.387744237,-1422000000,-1387000000,13873000000,13873000000,70059000000,-1409000000,473000000,-2833000000,,0.624372987,-1.859918686,,,38900000000,0.564160231,99.8698555,73.84090855,71.30453266,0.21951353,0.255980343,0.25844278,,,,,-3.735121809,,-7.051231,-4.7,-7.1,-4.7,2.595243306,1.925309807,13,,9.85915493,2.9259337,-734000000,4614000000,,1.97E+11,23.33892317,604976797,604612386,5958563.7,,0.136752056,0,0,57102458.09,1102458.09,0,0,0,,58870513,4239412,66.11973971,-8.032601543,1.07E+11,93062000000,27346000000,57936000000,374.865571,2491000000,0
2023,SABR UW Equity,SABR,Sabre Corp,1669717487,Software & Tech Services,Technology Services,0,6.083333333,,-0.783911578,-0.796735448,-0.633943428,-0.487776484,-0.285714286,0.379310345,0.075794621,-84630000,-84630000,288075000,288075000,177832000,-44995000,110816000,-591240000,,3.885739292,-1.577740032,,,4219322000,0.601443237,97.81819891,57.65721761,54.44185,0.634770029,0.728234325,0.774328028,,,,,-1.1776402,,-1.194497,-1.82,-0.77,-1.82,2.189789025,1.673793511,12,,-1.608861928,-5.156501066,-15632000,605853000,,6244980487,18.50804061,379481247,379458000,4522474.967,,2.094773601,1,0,0,0,0,0,19603000,,35673800,3001860,102.3951882,-3.739706483,1195832000,907757000,3545869000,5101878000,,,0
2023,PEP UW Equity,PEP,PepsiCo Inc,2.34E+11,Consumer Staple Products,Beverages,0,4.25,,0.770483731,0.390051643,0.244355152,0.032323523,-0.026357317,-0.06957521,0.01150707,-5188000000,-5034000000,-4011000000,-4011000000,6608000000,11118000000,14000000000,8290000000,,15.2810068,12.1353024,,,34491000000,0.916600802,99.81783914,55.98980715,51.81044554,0.142454885,0.171964201,0.156715506,43.88216923,54.97043644,43.88216923,58.8518646,18.11353954,22.60730784,7.512615,6,7.51,6.01,2.926988388,3.073190752,15,12.41784537,1.941747573,2.975072747,11926000000,6947000000,,2.68E+11,9.532064464,1374863961,1375000000,5062429.8,,0.182164098,0,0,1263996000,1138996000,4.83,6666560000,0,80.41688782,66028586,4390888,77.95948303,5.26900369,28649000000,32660000000,71304000000,48323000000,2.834082127,875000000,0
2023,CAT UN Equity,CAT,Caterpillar Inc,1.51E+11,Industrial Products,Machinery,0,6,,1.626704282,1.19851436,0.732150142,0.493751361,0.263297591,0.213911515,0.093818709,-2946000000,-2219000000,14881000000,14881000000,28452000000,11512000000,13669000000,9113000000,,20.528031,17.28865995,,,3679000000,0.767210886,99.82908897,77.28514245,66.39044616,0.23975894,0.275716582,0.282551129,50.51552106,60.48985588,50.51552106,63.81374723,20.97037152,14.00491695,21.111871,17.65,19.96,17.75,2.428516542,2.092611527,10,7.346433987,1.299907149,5.763312126,9955000000,8675000000,,1.54E+11,17.58670622,509084743,509084743,3011213.333,,0.173959068,0,0,4120643561,4035643561,5,2607090000,0,28.60847141,47050907,3312768,80.02281151,4.232262154,48005000000,33124000000,38786000000,33160000000,174.3795496,502000000,
2023,JPM UN Equity,JPM,JPMorgan Chase & Co,4.92E+11,Banking,Banking,0,17.08333333,,1.028707963,0.377573482,0.458028384,0.141534687,0.296412728,0.186293485,0.191833206,0,0,,,,,,51253000000,1.54E+11,,41.22808726,,,-1.74E+11,0.057698252,98.75572106,80.95456026,72.77022732,0.100117603,0.147855144,0.167066983,18.15546999,18.56326092,18,23.30490675,5.631671336,9.931672313,17.127025,16.75,16.37,16.78,,1.035947063,11,1.695918911,7.000630906,,68259000000,,,,62.9221052,2891008341,2891008341,8510773.3,,0.422109792,0,0,8182720661,8182720661,4.05,11991000000,1471000000,24.23060602,128674497,3721875,75.806496,12.28320483,,,,,,,0
2023,CVX UN Equity,CVX,Chevron Corp,2.82E+11,Oil & Gas,Oil & Gas Producers,0,4.916666667,,0.709236195,0.482709319,1.002959116,0.36891938,-0.108922746,-0.03289718,-0.094819795,-15303000000,-14743000000,8469000000,8469000000,10087000000,28803000000,44639000000,25463000000,,22.04362405,14.22349299,,,14621000000,0.76726898,94.12633604,52.28023567,48.44627173,0.173030017,0.237402433,0.225668478,15.72056985,16.28088101,15.72056985,17.78264829,14.45799461,10.70259954,13.936801,13.47,13.77,13.52,1.413516761,1.395078363,12,1.703788406,2.936964432,7.23426615,16532000000,20370000000,,2.97E+11,-10.81323908,1887748665,1887748665,10872215.47,,0.030991726,0,0,15268099354,15268099354,5.95,11214087570,0,44.04071622,55537320,4806542,77.89732535,1.587549925,41732000000,33263000000,2.22E+11,64416000000,12.55841449,472000000,0
2023,MBCN UR Equity,MBCN,Middlefield Banc Corp,261956685.1,Banking,Banking,0,0.75,,0.762786758,0.397782509,0.574094031,0.38794438,0.218863299,0.22788521,0.303090572,-1306000,-1306000,,,,,,17326000,71412000,,28.9237103,,,64410000,0.050167836,95.86394987,52.30399318,55.75741371,0.586966743,0.474584331,0.422698956,10.94490278,11.88610378,7.73,13.04784526,7.337555995,13.24267061,2.444371,2.23,2.447089,2.23,,1.00667121,13,1.352041482,28.64864865,,57005000,,,,56.95071958,8092576,8092576,17228.6,,4.163799868,1,0,,,0.9,7354000,0,42.44488053,1595973,450842,38.56111264,9.256409065,,,,,,,
2023,KO UN Equity,KO,Coca-Cola Co/The,2.55E+11,Consumer Staple Products,Beverages,0,5.666666667,,0.45451991,0.205929993,0.177232711,0.056719249,-0.034614692,-0.005958068,0.070545367,-1709000000,-1251000000,3458000000,3458000000,2440000000,11113000000,12277000000,10772000000,,27.26404619,24.67910282,,,24736000000,0.461476972,89.75768033,56.73133474,54.92940385,0.109369891,0.155689022,0.13478782,43.85100753,46.87522898,43.85100753,45.23916141,16.05808829,22.16811125,2.658323,2.49,2.65,2.49,6.228341663,3.19547177,14,9.679518329,4.430379747,3.991698275,10299000000,10170000000,,2.81E+11,6.345795055,4323413810,4324000000,15036058.67,,0.608039896,0,0,1205051042,651051042.4,1.82,7870980000,0,73.06888229,53750252,3345615,81.90834804,3.505838393,27867000000,24409000000,69711000000,45336000000,13.80432757,1418000000,0
2023,DIS UN Equity,DIS,Walt Disney Co/The,1.65E+11,Media,Entertainment Content,,0.916666667,,-0.163800082,-0.373699627,-0.500045133,-0.415186113,0.018116476,0.014581349,0.109119908,-4969000000,-4969000000,1624000000,1624000000,-2983000000,5196000000,11385000000,2354000000,,12.8068123,5.844900898,,,36490000000,0.432427437,99.95309422,45.31278984,51.20115762,0.179348102,0.250643825,0.269409609,2.423244203,5.598406038,2.423244203,5.348843194,3.201537921,30.34884534,2.975072,1.29,3.76,1.29,2.423949071,1.269187552,11,1.61977588,31.11888112,2.963223393,3114000000,4897000000,,2.15E+11,7.465970359,1830315921,1781000000,11273742.8,,0.037602603,,,24443374.13,-27556625.87,0,0,0,0,83238018,4193819,67.49227507,1.819090008,32763000000,31139000000,1.73E+11,61428000000,-41.5959363,1973000000,
2023,XOM UN Equity,XOM,Exxon Mobil Corp,4.01E+11,Oil & Gas,Oil & Gas Producers,0,6,,0.894413994,0.766326195,1.769105662,0.75657879,-0.029072612,-0.051379211,-0.127469175,-21474000000,-17083000000,29956000000,22734000000,33095000000,52290000000,70255000000,41130000000,,20.29476591,15.10516418,,,8309000000,0.929925133,99.63679583,41.65495247,42.98681019,0.181329494,0.230711836,0.235383751,21.32176266,22.11283997,21.32176266,27.1070987,19.36186206,9.590235648,10.425187,10.07,10.44,10.07,1.171523358,1.587179848,12,1.984050014,-1.587301587,9.44590865,37496000000,40393000000,,4.17E+11,-10.50706279,4006133207,3963000000,21803477.53,,0.153338039,0,0,17767580367,17767580367,3.64,14869000000,0,36.15122781,119285349,2932832,62.10198823,1.793734009,1.01E+11,71186000000,2.71E+11,93540000000,37.17757681,784000000,0
2023,GE UN Equity,GE,General Electric Co,1.39E+11,Industrial Products,Diversified Industrials,0,4.25,,1.865308274,0.860865708,0.912987941,0.744063992,0.930396557,0.164256665,0.173909774,-1479000000,-1352000000,8270000000,8270000000,15780000000,2530000000,4811000000,10111000000,66027552941,6.841873231,3.597991951,,,-21760000000,0.448845285,99.0397386,66.81027114,62.73486815,0.173507038,0.237148448,0.22980387,32.32780124,7.89057348,32.32780124,8.414540859,4.147982982,59.24212963,2.154379,8.85,3.01,8.93,1.764303341,1.606384587,10,4.84600421,2.380952381,3.641187908,1710000000,6475000000,,1.18E+11,14.19732034,1088386043,1088386043,4137285.567,,0.587284842,0,0,1188976580,1188976580,0.32,348560000,391000000,3.719163466,44075296,3485428,89.70312302,5.251474926,56434000000,48164000000,1.00E+11,78666000000,86.29678257,1238000000,0
2023,HPQ UN Equity,HPQ,HP Inc,29816254690,Tech Hardware & Semiconductors,Technology Hardware,,3,,0.731740847,0.66737143,0.344016877,-0.145341517,0.166107132,-0.002287758,0.182871977,-609000000,-593000000,-6511000000,-6511000000,-2947000000,3456000000,4540000000,3263000000,,8.451543244,6.433597677,,,7507000000,1.451680899,94.59301104,57.32326086,56.82304576,0.216823066,0.237906817,0.254927651,,,,,41.78202261,9.950396825,3.024,3.26,3.28,3.29,0.694799782,1.773215075,14,,0,9.934178624,1323000000,2962000000,,37323254690,-14.61134955,990902449,989000000,9567561,,0.20929743,,0,100000000,100000000,1.05,1037000000,0,31.78057003,63590866,4317879,87.23743875,-34.61552853,17977000000,24488000000,19027000000,13585000000,-36.76779515,519000000,0
2023,FC UN Equity,FC,Franklin Covey Co,577919123.7,Industrial Services,Commercial Support Services,0,2,,0.949395432,0.350605026,0.954647508,-0.061044003,-0.097262547,-0.003434066,0.010915002,-4515000,-4515000,-6632000,-6632000,79647000,26361000,36174000,17781000,,12.89529126,9.397157432,,,-22086000,1.140704866,84.45266659,71.95349413,60.21943641,0.25155061,0.309446275,0.390036512,22.02417817,22.58389278,22.02417817,32.65167092,25.44940241,34.2324092,1.271602,1.24,1.275116,1.3,1.981431421,2.754354851,9,7.240057213,0.869565217,5.402659078,22189000,31223000,,555833123.7,6.726500051,13276341,13082000,62168.23333,,15.82950542,0,0,37105522.43,35566522.43,0,0,0,0,7664471,1317000,92.01895562,3.126592417,145017000,151649000,100902000,15616000,74.78498503,1583000,0
2023,HD UN Equity,HD,Home Depot Inc/The,3.45E+11,Retail & Whsle - Discretionary,Retail - Discretionary,,0.916666667,,1.281687572,0.747828868,0.403315725,-0.120171045,0.127563738,0.130196081,0.163588551,-3271000000,-3271000000,7110000000,7110000000,16332000000,22298000000,25472000000,15704000000,,16.57103452,14.50616079,,,47197000000,2.033872739,99.92522521,69.56270179,65.80123703,0.15451484,0.198204831,0.201291488,1151.319648,1151.319648,1151.319648,1634.750733,43.12000232,22.24326059,15.58,15.58,15.58,15.63,2.550873649,4.998836076,13,241.3732867,-3.872808806,5.14977919,16494000000,17762000000,,3.92E+11,-2.274128844,995261844,996000000,3841861,,0.074776142,,,8115873926,7805873926,8.17,8211040000,0,52.28629648,41203531,3615000,74.80947204,52.85104895,30682000000,23572000000,44895000000,50575000000,53.62201574,1881000000,0
2023,IBM UN Equity,IBM,International Business Machine,1.49E+11,Software & Tech Services,Technology Services,0,2.75,,0.924268604,0.557210329,0.575975656,0.349232922,0.213094168,0.250493965,0.174727825,-1354000000,-1204000000,-2901000000,-2901000000,9011000000,8058000000,12439000000,6925000000,61305341093,20.3351316,13.17312408,,,47547000000,0.473009024,99.90241771,66.51803144,65.74151739,0.100133976,0.155170614,0.152756717,32.09212874,39.31641095,20.1,37.3427254,9.717390125,17.70533835,9.237327,7.53,9.34,7.62,3.219973253,1.787186423,14,6.470280487,2.197802198,8.08822553,15497000000,10332000000,,1.97E+11,1.05231857,913118581,913118581,4139072.033,,0.080891152,0,0,0,0,6.62,6016000000,0,84.75626937,49852848,4800059,61.67139893,5.584772845,27705000000,30606000000,1.02E+11,75559000000,42.14714907,1516000000,0
2023,GO UW Equity,GO,Grocery Outlet Holding Corp,2676298603,Retail & Wholesale - Staples,Retail - Consumer Staples,0,4,,0.225454545,-0.169183359,-0.313121019,-0.046676096,-0.060299756,-0.119242078,-0.059644227,-158039000,-158010000,130776000,130776000,133892000,130820000,214054000,81220000,,5.473875869,3.345382199,,,1218813000,1.334876167,91.70806452,39.63999997,43.91135435,0.313603975,0.302997912,0.29002361,7.098400063,6.78764712,7.098400063,11.43330087,5.068029247,34.79378616,0.774851,0.81,1.12,0.82,0.996073767,1.548946107,10,2.226077477,7.596513076,6.121514238,73773000,163830000,,3895111603,14.00865663,99269236,99338790,1051472.4,,8.291938167,1,0,3275500.92,-3467499.08,0,0,0,0,14367745,2209481,139.0846812,2.434943824,514489000,383713000,2414970000,1342655000,21.89795827,20523000,
2023,JNJ UN Equity,JNJ,Johnson & Johnson,3.77E+11,Health Care,Biotech & Pharma,0,1,,0.390466631,0.196512845,0.079384154,-0.031494352,-0.093935665,-0.038695918,0.018267594,-4541000000,-4083000000,9333000000,9333000000,17641000000,22080000000,29495000000,34140000000,87355708333,35.23768563,26.37898283,,,6410000000,0.504049717,99.92832583,57.45187903,52.86079833,0.140928922,0.141122073,0.162879237,46.82260487,29.60631433,46.82260487,30.28245798,21.86798984,18.9158265,8.286183,13.29,10.49,13.4,4.025120901,2.828362687,13,5.297089343,7.762879323,4.170765224,19190625000,15737000000,,3.84E+11,-1.357610041,2407278620,2407178000,7108113.233,,0.071675668,0,0,6159996260,4830996260,4.64,12065097000,0,97.1346671,45186672,26826787,75.02444207,2.331400573,53703000000,44370000000,1.12E+11,50463000000,95.02014939,798000000,0
2023,EVRG UW Equity,EVRG,Evergy Inc,11984239595,Utilities,Electric Utilities,0,2,,0.10358894,-0.067774064,0.054897207,-0.175670777,-0.133048745,-0.085206412,0.099128848,-2209800000,-2209800000,-2913600000,,652000000,1202000000,2323900000,680800000,,41.49895534,21.46466901,,,12719400000,0.18290763,98.5714752,56.06250509,52.31599713,0.210419059,0.235052434,0.20643929,7.033784482,6.790065998,7.033784482,12.41863829,5.41001573,18.27466826,2.856413,2.962609,3.58,2.962609,5.225626632,1.058986123,12,1.229993007,-8.478701826,-2.78615925,,-333900000,,24722439595,-1.783709836,229583134,229716510,2969745.567,,0.267451306,0,0,784814.34,,2.44,561317500,0,82.44969154,18542600,3863559,90.77143231,3.134380311,1896100000,4809700000,,16038500000,89.99129846,504200000,0
2023,MCD UN Equity,MCD,McDonald's Corp,2.15E+11,Consumer Discretionary Services,Leisure Facilities & Services,0,3.166666667,,0.875057659,0.64521454,0.477908222,0.156363041,0.147005479,0.004924316,0.157194665,-2129000000,-1936700000,2847300000,2847300000,1432300000,11427500000,13371300000,8333200000,,53.45526505,45.68441673,,,46253600000,0.480213787,99.96402042,70.33949481,64.67753399,0.120720305,0.151520239,0.133778778,,,,,26.410241,25.52644032,11.615799,11.36,11.56,11.42,10.44714021,4.732870513,12,,-25,3.345590279,8937500000,7195400000,,2.61E+11,7.516806217,725342030,725300000,2958846.8,,0.032283931,0,0,2661728177,2370928177,5.94,4431500000,0,53.17885086,48148644,4393311,73.84089192,-10.72944303,6850000000,4002700000,45239300000,52941400000,2.846973239,1323500000,0
2023,RPD UQ Equity,RPD,Rapid7 Inc,3508622158,Software & Tech Services,Software,0,10.25,,0.832477535,0.019278829,-0.366681455,-0.514827088,0.633295195,0.261042403,0.23352776,-11294000,-11294000,28250000,28250000,128739000,-105014000,-42730000,-180693000,,-5.645261442,-13.87389387,,,700268000,0.540926177,97.55379,53.92778085,57.75340597,0.223837361,0.34748013,0.444648466,,,,,-12.81626008,,-2.112932,-2.97,1.19,-2.97,5.560562912,3.114040314,9,,11.47471313,1.988244868,125992000,69760000,,4208890158,16.04864452,61446973,61422358,719942.5,,2.418545617,0,0,0,-16004000,0,0,0,,31917694,2059168,111.695246,-8.656624084,535847000,507597000,863453000,1053348000,,64787000,
2023,MRK UN Equity,MRK,Merck & Co Inc,2.76E+11,Health Care,Biotech & Pharma,0,1.5,,0.742582027,0.425283973,0.53609316,0.508730397,0.008239038,-0.041914872,0.070822382,-4023000000,-4023000000,8860000000,8860000000,13016000000,7760000000,11560000000,4608000000,,19.48949658,13.08291466,,,26086000000,0.555754401,99.57950628,66.20101762,58.32079623,0.155601723,0.159303286,0.174177308,10.75329039,14.63728188,10.75329039,18.10883973,9.762050031,44.49541659,2.45014,1.8,3.09,1.82,5.09827691,3.12307438,13,6.701200827,0,4.766176171,17353000000,13167000000,,3.02E+11,0.576525248,2534023084,2535293793,9174719.8,,0.040563785,0,0,953000000,569000000,2.92,7419760000,0,161.0190972,60463107,4340527,80.60445624,2.584188862,31954000000,23094000000,74773000000,42333000000,118.7471369,1071000000,0
2023,MMM UN Equity,MMM,3M Co,60379298594,Industrial Products,Diversified Industrials,0,4.5,,-0.297614022,-0.266366234,-0.286256884,-0.319425286,-0.053422882,0.12597296,0.230694974,-1763000000,-1514000000,732000000,-154000000,6813000000,-9739000000,-7714000000,-7399000000,32187692308,-23.55635631,-29.74012887,,,11584000000,0.659942363,99.87945456,70.58953048,64.14844383,0.202676812,0.260851029,0.27595337,-78.91424915,56.90145051,-78.91424915,-103.871587,-37.09529976,11.34648718,9.6347,-13.35,9.1,-13.34,2.199355623,1.90894604,12,12.92365124,-3.157894737,8.037522981,5164000000,4853000000,,72022298594,-5.796559461,552317038,552317038,3715554.767,,0.120867197,0,0,807594049.6,491594049.6,5.98,3302000000,0,,40657918,3486464,68.26952518,10.48848024,16198000000,15466000000,33423000000,29424000000,96.26919712,613000000,0
2023,BAC UN Equity,BAC,Bank of America Corp,2.66E+11,Banking,Banking,0,13,,0.543102666,0.055733443,0.194558924,-0.201368727,0.036009214,0.192718904,0.27097495,0,0,,,,,,30503000000,1.01E+11,,32.73721257,,,73103000000,0.051757482,86.64392544,70.47908518,66.19647563,0.249454939,0.262983435,0.258676658,11.59466754,11.85997591,11.24,13.27102916,3.514799519,9.220673698,3.651577,3.57,3.57,3.59,,0.987369891,13,1.031362492,-0.126600084,,1.67E+11,,,,57.93517918,7913732014,7923357339,42247535.73,,0.125658719,0,0,5730538930,5730538930,0.9,7247026000,1571000000,25.04847919,104742551,6009564,81.43797511,10.98392693,,,,,,,0
2023,GSAT UA Equity,GSAT,Globalstar Inc,3686000000,Telecommunications,Telecommunications,0,4.333333333,,2.032671565,2.74011953,4.729474306,0.672413793,0.492307692,0.796296296,0.590163934,-128239000,-125378000,-41018000,-41018000,51784000,2508000,90785000,-14975000,,42.68117816,1.179097812,,,307739000,0.233584666,39.69170179,74.21612975,68.23704325,0.467676766,0.617583957,0.591434164,-6.801478381,-2.938143853,-6.801478381,0.966574557,0.401240839,,-0.004155,0,-0.002594,0,18.77595261,3.306837599,8,9.493989566,0.911854103,-0.748453608,-24727000,-27588000,,3993739000,50.13799383,1900000000,1876120002,5245555.633,,1.910056684,1,0,0,-992000,0,0,0,,5421243,1514000,43.22338827,2.375307148,143638000,184656000,766974000,342590000,105.5352403,,
2023,AKRO UW Equity,AKRO,Akero Therapeutics Inc,1300823433,Health Care,Biotech & Pharma,0,4.333333333,,0.459375,0.052038747,-0.09496124,0.104018913,-0.528187513,-0.499892911,-0.489896232,0,0,547532000,547532000,-11454000,-136417000,-136056000,-119632000,,,,,,-587264000,0,90.10037788,63.06168068,50.95103928,0.578230305,1.82172701,1.327672651,-25.82051556,-25.82051556,-25.82051556,-29.44326995,-28.33278987,,-2.35,-2.35,-2.35,-2.35,,1.32730013,8,2.229589987,15.15151515,-9.397739685,-107993000,-122248000,,713559433.1,,55709783,55681026,1248444.933,,4.042521798,1,0,0,-582648000,0,0,0,,22941072,989326,145.7301902,1.08950929,575979000,28447000,59352000,23749000,,2564000,
