year,ID,ticker,company_name,market_cap,bic_level_2,bic_level_3,unequal_voting,ceo_tenure,ipo_date,total_return_5y,total_return_4y,total_return_3y,total_return_2y,total_return_1y,total_return_6m,total_return_3m,capex,net_capex,short_term_wc,long_term_wc,modified_wc,ebit,ebitda,net_income,net_revenue,ebitda_margin,operating_margin,operating_margin_2y_before,operating_margin_1y_before,net_debt,sales_to_total_assets,free_float_percentage,rsi_14d,rsi_30d,volatility_30d,volatility_90d,volatility_180d,roe,normalized_roe,headline_roe,operating_roe,operating_roic,pe_ratio,eps_adjusted_diluted,eps_gaap_diluted,eps_adjusted_headline,eps_gaap_basic,ev_to_sales,tobin_q_ratio,board_size,pb_ratio,employee_growth_rate,fcf_yield,fcf_to_equity,headline_fcf,unlevered_fcf,ev,sales_growth_rate,current_shares_outstanding,shares_outstanding,volume_30d_average,volume_30d_average_to_outstanding,insider_shares_percentage,classified_board_system,poison_pill,repurchase,net_repurchase,dividend_per_share,dividend_to_common,dividend_to_preferred,dividend_payout_ratio,total_compensation_to_executives,total_compensation_to_board_members,institution_ownership_percentage,asset_to_equity,current_asset,current_liability,non_current_asset,non_current_liability,cash_conversion_cycle,interest_expense,ceo_is_female
2020,1917130D UW Equity,1917130D,BioTelemetry Inc,2473130240,Health Care,Medical Equipment & Devices,0,1,19/03/2008,5.171233,2.225056,1.367159,0.206966,0.556803,0.595043,0.581395,-3.50E+07,-3.50E+07,1.43E+08,1.22E+08,7.29E+07,40295000,92719000,17680000,418286666.7,21.12873,9.182392,7.203853,13.57656,1.15E+08,0.595349,96.87187,78.86101,73.7169,6.84E-01,0.512556,0.512848,4.669294,12.34627,15.9,10.64192,6.653825,57.12814,1.261725,0.47,1.73,0.53,5.897478,2.400955,10,6.229833,13.33333,2.890426,-2.00E+08,71484000,10369000,2.59E+09,1.89307,34310908,34258980,880192.5667,,3.128,1,0,,,0,0,0,0,11364217,1314587,111.073,1.859562,190381000,68012000,546714000,272702000,29.27676,6835000,
2020,1960363D UN Equity,1960363D,Front Yard Residential Corp,951703744,Real Estate,REIT,0,5.58333,,0.644561,0.713056,0.521806,0.958008,0.329173,0.862069,0.853547,0,0,,,,-55271000,26532000,-104895000,142347000,12.14479,-92.3012,-150.731,-96.846,1.54E+09,0.107048,80.13806,80.27185,78.94615,3.21E-02,0.833474,0.635562,-31.1441,-19.4099,-25.58,-39.0101,-6.71438,,-1.18255,-1.85,-0.018553,-1.85,11.39209,1.232981,8,3.052837,-9.83607,2.857507,27506000,27195000,,2.49E+09,4.540735,58747146,58747146,1037312.567,,3.291,0,0,,,0.15,8263000,0,,,,99.312,6.546407,,,,507000,,,
2020,1990121D UW Equity,1990121D,Somers Group Holdings Ltd,688089472,Insurance,Insurance,0,2.833333333,,0.281481,0.281481,0.281481,0.281481,0.375199,1.073098,0.508282,-3.30E+08,-3.30E+08,,,,-1820000,,-13172000,581375000,,-0.29603,,8.595556,3.68E+08,0.168288,97.8406,53.41638,64.41361,3.55E-02,0.299783,0.65806,-1.9393,6.747248,7.13,-0.19916,-0.06061,11.16593,3.098712,-0.78,4.645643,-0.77,1.803419,0.954865,8,0.793737,,-13.7892,,-9.50E+07,-2.30E+08,1.11E+09,-6.75524,19886979,19886979,112095.8333,,2.159,1,0,,,0,0,4550000,,24619923,3841148,54.33,3.974027,,,,,,11685000,0
2020,1998018D UN Equity,1998018D,Bellring Intermediate Holdings,2839900000,Consumer Staple Products,Food,,,17/10/2019,0.473333,0.473333,0.473333,0.473333,0.141851,0.219157,0.172131,-2100000,-2100000,1.35E+08,1.37E+08,1.73E+08,164000000,193300000,23500000,,19.55884,16.59415,,19.01919,6.51E+08,1.512318,99.38393,59.10068,58.94752,3.82E-01,0.39971,0.369225,,,-13.5601,,31.95324,38.31104,0.634543,0.6,0.605063,0.6,,,,,-2.5,,-4.40E+08,95100000,1.37E+08,,15.67182,39428571,1.37E+08,389892.3,,,,,0,-5.20E+08,0,0,0,0,,,,-4.05901,290200000,153100000,363300000,661400000,75.27541,54700000,
2020,2061517D UW Equity,2061517D,Aspentech Corp,8828474368,Software & Tech Services,Software,0,6.75,25/10/1994,2.449417,1.367321,0.968415,0.584936,0.077069,0.257118,0.028912,-1793000,-1793000,3.04E+08,4.38E+08,49475000,235689000,254914000,212135000,603277777.8,44.63866,41.27212,39.38016,47.40929,1.45E+08,0.454674,99.34651,48.66714,51.82616,2.41E-01,0.323132,0.516822,47.07181,47.16349,48.69,52.29834,22.60277,41.79967,3.116053,3.11,3.42545,3.12,15.713,7.716402,11,17.37153,6.875,2.975101,3.70E+08,2.65E+08,1.81E+08,8.97E+09,-8.53556,67780992,67757900,335647.4333,,0.549,1,0,1.00E+08,91746000,0,0,0,0,13506406,2358767,107.626,2.472195,670432000,232108000,585547000,515829000,,10957000,0
2020,2078185D UN Equity,2078185D,Tiffany & Co,16043161600,Retail & Whsle - Discretionary,Retail - Discretionary,0,32,05/05/1987,0.918906,0.835659,0.31395,0.701574,0.002162,0.088146,0.139662,-3.40E+08,-3.40E+08,6.78E+08,2.85E+09,2.25E+09,388200000,961100000,287500000,3832760606,26.198,10.58169,18.60721,16.6887,1.51E+09,0.528975,99.13003,71.39049,66.04937,8.29E-03,0.113303,0.155719,8.988448,11.03366,18.72333,12.13675,6.840348,45.23471,2.905954,2.37,2.49,2.38,4.787075,2.831151,10,4.884314,-0.70423,2.203431,8.11E+08,3.54E+08,2.82E+08,1.76E+10,-16.3718,1.22E+08,1.21E+08,1827285.933,,0.665,0,0,0,-1.10E+08,2.32,2.81E+08,0,97.72243,12887702,828841,89.709,1.713267,4149900000,1299800000,2785400000,2356800000,471.4084,40700000,0
2020,2150994D UW Equity,2150994D,Coherent Inc,3666361344,Tech Hardware & Semiconductors,Semiconductors,0,3.833333333,,1.304101,0.099692,-0.48498,0.419166,-0.09817,0.145366,0.352384,-6.50E+07,-4.30E+07,1.46E+08,9.44E+08,5.87E+08,-430180000,-333844000,-414139000,1227444444,-27.1639,-35.0025,20.65713,5.80824,43560000,0.672504,98.02249,63.59132,61.47422,0.454291,0.418942,0.439404,-37.4454,0.77173,,-38.8958,-28.4693,423.686,0.354083,-17.18,3,-17.18,3.018653,2.311953,8,3.924656,-5.96065,3.872722,1.54E+08,1.42E+08,-3.60E+08,3.71E+09,-14.0945,24439150,24257000,166774.1,,1.978,0,0,0,-1.30E+07,0,0,0,,21376220,2515588,109.187,1.970933,1211664000,268058000,615832000,632214000,244.8955,17037000,0
2020,2157768D UW Equity,2157768D,ExOne Co/The,182089280,Tech Hardware & Semiconductors,Technology Hardware,0,5.333333333,07/02/2013,-0.05478,-0.04623,0.069899,0.433535,0.272118,0.109942,-0.2234,-828000,15401000,-8154000,46057000,23282000,-11649000,-6981000,-12910000,52863333.33,-11.7496,-19.6062,-29.0636,-18.3465,-3.20E+07,0.607727,73.87803,35.05367,42.27419,6.43E-01,0.704068,0.697481,-22.1543,-24.337,-22.1543,-19.9904,-18.0696,,-0.85518,-0.77,-0.864907,-0.77,2.527279,2.359803,8,2.682182,5.743243,-7.99113,1717000,-1.50E+07,-1.50E+07,1.50E+08,-2.67335,19187490,18988099,512682.8667,,25.062,0,0,,,0,0,0,,7462511,1703719,78.633,1.455219,71736000,25679000,26030000,4904000,164.0701,271000,0
2020,2177859D UN Equity,2177859D,Biohaven Pharmaceutical Holdin,5180000000,Health Care,Biotech & Pharma,1,5.166666667,04/05/2017,3.897714,3.897714,2.051264,1.317739,0.574394,0.172343,0.318413,-2398000,-2398000,,4.91E+08,55677000,-609677000,,-698324000,,,-2138.24,,,-2.60E+08,0.036461,86.92766,42.67709,50.99377,2.88E-01,0.478599,0.492161,,,,,-493.332,,-12.27,-12.27,-10.46476,-12.27,,,7,,926.9841,,-3.30E+08,-5.90E+08,,,,59939166,59707780,522513.9667,,13.072,1,0,,,0,0,0,,4289795,4729977,120.802,-5.08403,708285000,217118000,73730000,718715000,622.3663,4780000,0
2020,2218484D UW Equity,2218484D,Translate Bio Inc,1369751296,Health Care,Biotech & Pharma,0,1.333333333,28/06/2018,0.599826,0.599826,0.599826,1.457333,1.264128,0.02846,0.354151,-6730000,-6730000,-1.70E+07,5.87E+08,-6815000,-66412000,-57541000,-64262000,18763333.33,-63.0179,-72.7332,-19501.8,-1792.15,-6.10E+08,0.100491,93.75947,40.64883,48.41834,1.20E+00,0.947159,0.792648,-23.4859,-16.7468,-23.4859,-24.2717,-21.2387,,-0.84707,-1.10397,-0.765989,-1.09397,8.335775,1.736158,8,3.742367,,16.88628,3.05E+08,2.31E+08,1.90E+08,7.61E+08,1691.778,74321827,74251559,1519188.367,,1.737,1,0,,,0,0,0,,11341342,2227890,94.446,2.484858,710961000,124024000,197667000,418938000,,,0
